Threshold Error Accuracy 2B2JPredictHH
0.694000 2.183672 0.390172 0.000366
0.695000 2.180845 0.389437 0.000363
0.696000 2.179659 0.388715 0.000362
0.697000 2.175878 0.387962 0.000359
0.698000 2.172091 0.387204 0.000356
0.699000 2.170123 0.386456 0.000354
0.700000 2.166264 0.385708 0.000352
0.701000 2.160542 0.384930 0.000348
0.702000 2.157425 0.384198 0.000346
0.703000 2.159224 0.383439 0.000345
0.704000 2.159947 0.382695 0.000344
0.705000 2.157714 0.381959 0.000342
0.706000 2.156445 0.381234 0.000340
0.707000 2.157031 0.380506 0.000339
0.708000 2.155791 0.379763 0.000338
0.709000 2.149606 0.379033 0.000334
0.710000 2.147343 0.378285 0.000332
0.711000 2.145043 0.377541 0.000330
0.712000 2.141693 0.376801 0.000328
0.713000 2.136511 0.376029 0.000325
0.714000 2.133076 0.375278 0.000322
0.715000 2.133998 0.374479 0.000321
0.716000 2.132635 0.373723 0.000320
0.717000 2.136474 0.372951 0.000320
0.718000 2.137198 0.372188 0.000319
0.719000 2.132927 0.371416 0.000316
0.720000 2.134539 0.370660 0.000315
0.721000 2.135304 0.369880 0.000314
0.722000 2.134073 0.369090 0.000313
0.723000 2.130440 0.368349 0.000310
0.724000 2.128902 0.367590 0.000308
0.725000 2.128587 0.366811 0.000307
0.726000 2.130436 0.366025 0.000306
0.727000 2.124888 0.365249 0.000303
0.728000 2.123213 0.364497 0.000302
0.729000 2.117154 0.363754 0.000299
0.730000 2.116506 0.363011 0.000297
0.731000 2.113827 0.362229 0.000295
0.732000 2.108981 0.361457 0.000293
0.733000 2.103205 0.360654 0.000290
0.734000 2.102522 0.359906 0.000288
0.735000 2.098452 0.359151 0.000286
0.736000 2.096532 0.358412 0.000284
0.737000 2.097183 0.357630 0.000283
0.738000 2.096701 0.356840 0.000282
0.739000 2.095970 0.356075 0.000280
0.740000 2.086150 0.355304 0.000276
0.741000 2.084407 0.354523 0.000275
0.742000 2.081426 0.353736 0.000273
0.743000 2.078274 0.352977 0.000271
0.744000 2.076281 0.352206 0.000269
0.745000 2.076758 0.351417 0.000268
0.746000 2.074825 0.350631 0.000266
0.747000 2.071360 0.349885 0.000264
0.748000 2.068240 0.349093 0.000262
0.749000 2.062634 0.348315 0.000259
0.750000 2.058179 0.347524 0.000257
0.751000 2.058556 0.346720 0.000256
0.752000 2.052760 0.345924 0.000253
0.753000 2.054195 0.345149 0.000253
0.754000 2.052072 0.344354 0.000251
0.755000 2.052423 0.343555 0.000250
0.756000 2.046595 0.342744 0.000247
0.757000 2.046883 0.341944 0.000246
0.758000 2.047148 0.341140 0.000245
0.759000 2.048823 0.340328 0.000244
0.760000 2.046818 0.339497 0.000243
0.761000 2.045879 0.338706 0.000241
0.762000 2.042251 0.337884 0.000239
0.763000 2.038824 0.337062 0.000237
0.764000 2.041781 0.336243 0.000237
0.765000 2.032838 0.335443 0.000234
0.766000 2.030218 0.334667 0.000232
0.767000 2.024110 0.333821 0.000229
0.768000 2.020510 0.332974 0.000227
0.769000 2.017797 0.332178 0.000225
0.770000 2.011020 0.331373 0.000223
0.771000 2.011188 0.330556 0.000222
0.772000 2.005701 0.329741 0.000219
0.773000 2.004303 0.328928 0.000218
0.774000 2.002815 0.328122 0.000217
0.775000 2.002917 0.327294 0.000216
0.776000 2.001444 0.326462 0.000214
0.777000 2.002958 0.325630 0.000214
0.778000 1.999020 0.324778 0.000212
0.779000 1.997589 0.323964 0.000210
0.780000 1.996057 0.323146 0.000209
0.781000 1.994707 0.322295 0.000207
0.782000 1.997719 0.321470 0.000207
0.783000 1.993368 0.320621 0.000205
0.784000 1.986036 0.319783 0.000202
0.785000 1.987575 0.318946 0.000202
0.786000 1.983054 0.318111 0.000200
0.787000 1.984472 0.317284 0.000199
0.788000 1.973814 0.316437 0.000196
0.789000 1.972243 0.315582 0.000194
0.790000 1.970736 0.314721 0.000193
0.791000 1.962922 0.313846 0.000190
0.792000 1.962857 0.312981 0.000189
0.793000 1.956567 0.312116 0.000187
0.794000 1.953206 0.311263 0.000185
0.795000 1.946653 0.310401 0.000183
0.796000 1.944818 0.309543 0.000181
0.797000 1.941435 0.308687 0.000180
0.798000 1.939509 0.307825 0.000178
0.799000 1.935881 0.306960 0.000177
0.800000 1.937197 0.306102 0.000176
0.801000 1.928476 0.305265 0.000173
0.802000 1.928145 0.304383 0.000172
0.803000 1.929449 0.303519 0.000172
0.804000 1.927526 0.302628 0.000170
0.805000 1.920207 0.301755 0.000168
0.806000 1.916396 0.300878 0.000166
0.807000 1.916077 0.299981 0.000165
0.808000 1.915720 0.299077 0.000164
0.809000 1.911908 0.298160 0.000162
0.810000 1.909600 0.297272 0.000161
0.811000 1.907402 0.296388 0.000160
0.812000 1.906823 0.295512 0.000159
0.813000 1.904559 0.294600 0.000157
0.814000 1.898744 0.293669 0.000155
0.815000 1.896526 0.292726 0.000154
0.816000 1.894326 0.291780 0.000153
0.817000 1.886259 0.290854 0.000150
0.818000 1.883737 0.289926 0.000149
0.819000 1.875643 0.288983 0.000146
0.820000 1.874957 0.288048 0.000145
0.821000 1.874125 0.287154 0.000144
0.822000 1.871285 0.286233 0.000143
0.823000 1.874399 0.285330 0.000143
0.824000 1.879497 0.284425 0.000143
0.825000 1.881002 0.283461 0.000142
0.826000 1.876333 0.282512 0.000140
0.827000 1.871490 0.281587 0.000139
0.828000 1.870610 0.280638 0.000138
0.829000 1.863911 0.279678 0.000136
0.830000 1.862909 0.278720 0.000135
0.831000 1.857814 0.277772 0.000133
0.832000 1.852833 0.276811 0.000131
0.833000 1.847270 0.275882 0.000129
0.834000 1.846565 0.274885 0.000128
0.835000 1.845586 0.273917 0.000127
0.836000 1.837927 0.272953 0.000125
0.837000 1.832359 0.272000 0.000124
0.838000 1.833511 0.271034 0.000123
0.839000 1.827696 0.270061 0.000121
0.840000 1.821695 0.269132 0.000120
0.841000 1.815707 0.268173 0.000118
0.842000 1.816765 0.267183 0.000117
0.843000 1.813389 0.266164 0.000116
0.844000 1.809584 0.265182 0.000115
0.845000 1.808579 0.264179 0.000114
0.846000 1.804695 0.263201 0.000112
0.847000 1.798435 0.262224 0.000111
0.848000 1.794375 0.261220 0.000109
0.849000 1.788207 0.260194 0.000107
0.850000 1.779019 0.259177 0.000105
0.851000 1.777473 0.258160 0.000104
0.852000 1.778479 0.257130 0.000104
0.853000 1.782182 0.256109 0.000103
0.854000 1.778172 0.255060 0.000102
0.855000 1.779303 0.254025 0.000101
0.856000 1.774760 0.252997 0.000100
0.857000 1.778493 0.251965 0.000100
0.858000 1.781685 0.250968 0.000099
0.859000 1.785442 0.249938 0.000099
0.860000 1.786122 0.248888 0.000098
0.861000 1.789565 0.247873 0.000098
0.862000 1.785036 0.246833 0.000097
0.863000 1.782990 0.245792 0.000096
0.864000 1.781080 0.244741 0.000095
0.865000 1.776578 0.243651 0.000093
0.866000 1.765913 0.242600 0.000091
0.867000 1.769749 0.241509 0.000091
0.868000 1.770667 0.240431 0.000090
0.869000 1.765861 0.239334 0.000089
0.870000 1.769730 0.238244 0.000088
0.871000 1.764480 0.237170 0.000087
0.872000 1.768497 0.236074 0.000087
0.873000 1.766035 0.235002 0.000086
0.874000 1.766951 0.233902 0.000085
0.875000 1.764527 0.232818 0.000084
0.876000 1.765475 0.231700 0.000083
0.877000 1.759859 0.230586 0.000082
0.878000 1.747753 0.229450 0.000080
0.879000 1.745014 0.228333 0.000079
0.880000 1.745471 0.227235 0.000078
0.881000 1.749852 0.226086 0.000078
0.882000 1.743567 0.224990 0.000077
0.883000 1.734229 0.223823 0.000075
0.884000 1.738415 0.222659 0.000075
0.885000 1.732105 0.221501 0.000073
0.886000 1.740038 0.220333 0.000073
0.887000 1.737537 0.219142 0.000072
0.888000 1.734915 0.217939 0.000071
0.889000 1.731929 0.216773 0.000070
0.890000 1.736298 0.215621 0.000070
0.891000 1.737371 0.214420 0.000069
0.892000 1.726368 0.213244 0.000067
0.893000 1.723223 0.212025 0.000066
0.894000 1.707688 0.210843 0.000064
0.895000 1.707985 0.209654 0.000064
0.896000 1.704500 0.208435 0.000063
0.897000 1.704863 0.207210 0.000062
0.898000 1.692656 0.205962 0.000060
0.899000 1.684449 0.204732 0.000059
0.900000 1.689189 0.203483 0.000059
0.901000 1.680514 0.202240 0.000057
0.902000 1.689572 0.200987 0.000057
0.903000 1.689537 0.199762 0.000057
0.904000 1.694235 0.198489 0.000056
0.905000 1.685712 0.197172 0.000055
0.906000 1.676675 0.195859 0.000054
0.907000 1.662377 0.194591 0.000052
0.908000 1.652692 0.193269 0.000051
0.909000 1.652113 0.191995 0.000050
0.910000 1.661916 0.190657 0.000050
0.911000 1.667080 0.189311 0.000049
0.912000 1.672305 0.187968 0.000049
0.913000 1.672587 0.186621 0.000048
0.914000 1.672864 0.185241 0.000048
0.915000 1.673160 0.183881 0.000047
0.916000 1.661990 0.182551 0.000046
0.917000 1.672679 0.181187 0.000046
0.918000 1.672702 0.179801 0.000045
0.919000 1.678729 0.178408 0.000045
0.920000 1.672743 0.176998 0.000044
0.921000 1.666490 0.175613 0.000043
0.922000 1.665924 0.174225 0.000042
0.923000 1.648051 0.172773 0.000040
0.924000 1.635443 0.171302 0.000039
0.925000 1.641249 0.169819 0.000039
0.926000 1.621548 0.168346 0.000037
0.927000 1.627286 0.166881 0.000037
0.928000 1.626280 0.165385 0.000036
0.929000 1.624914 0.163910 0.000035
0.930000 1.616604 0.162373 0.000034
0.931000 1.615529 0.160861 0.000034
0.932000 1.621574 0.159324 0.000033
0.933000 1.612513 0.157817 0.000032
0.934000 1.603130 0.156310 0.000031
0.935000 1.593872 0.154764 0.000030
0.936000 1.576058 0.153154 0.000029
0.937000 1.565875 0.151564 0.000028
0.938000 1.555212 0.149924 0.000027
0.939000 1.525791 0.148287 0.000025
0.940000 1.530973 0.146668 0.000025
0.941000 1.537174 0.144997 0.000024
0.942000 1.514550 0.143321 0.000023
0.943000 1.520694 0.141625 0.000023
0.944000 1.515490 0.139987 0.000022
0.945000 1.511393 0.138254 0.000021
0.946000 1.506564 0.136523 0.000021
0.947000 1.490475 0.134763 0.000020
0.948000 1.495106 0.133061 0.000019
0.949000 1.488717 0.131305 0.000019
0.950000 1.469747 0.129514 0.000018
0.951000 1.449599 0.127700 0.000017
0.952000 1.442168 0.125854 0.000016
0.953000 1.446393 0.123996 0.000016
0.954000 1.464960 0.122145 0.000016
0.955000 1.456047 0.120249 0.000015
0.956000 1.431941 0.118306 0.000014
0.957000 1.453119 0.116319 0.000014
0.958000 1.376926 0.114381 0.000012
0.959000 1.397968 0.112407 0.000012
0.960000 1.419416 0.110386 0.000012
0.961000 1.369528 0.108328 0.000011
0.962000 1.390657 0.106324 0.000011
0.963000 1.395008 0.104217 0.000010
0.964000 1.335405 0.102100 0.000009
0.965000 1.358835 0.099925 0.000009
0.966000 1.362821 0.097733 0.000008
0.967000 1.364906 0.095558 0.000008
0.968000 1.367837 0.093278 0.000008
0.969000 1.370954 0.090968 0.000007
0.970000 1.315661 0.088681 0.000006
0.971000 1.251785 0.086297 0.000005
0.972000 1.248521 0.083901 0.000005
0.973000 1.279143 0.081454 0.000005
0.974000 1.235967 0.078996 0.000004
0.975000 1.268702 0.076469 0.000004
0.976000 1.262748 0.073880 0.000004
0.977000 1.204472 0.071320 0.000003
0.978000 1.242618 0.068699 0.000003
0.979000 1.172642 0.066018 0.000003
0.980000 1.214720 0.063327 0.000003
0.981000 1.259467 0.060498 0.000003
0.982000 1.237769 0.057694 0.000002
0.983000 1.127043 0.054740 0.000002
0.984000 1.182937 0.051682 0.000002
0.985000 1.140036 0.048663 0.000001
0.986000 1.066762 0.045537 0.000001
0.987000 0.965878 0.042356 0.000001
0.988000 0.803590 0.039111 0.000000
0.989000 0.501183 0.035757 0.000000
0.990000 0.509150 0.032401 0.000000
0.991000 0.527277 0.028941 0.000000
0.992000 0.539108 0.025356 0.000000
0.993000 0.549964 0.021807 0.000000
0.994000 0.597978 0.018149 0.000000
0.995000 0.682333 0.014486 0.000000
0.996000 0.709627 0.010795 0.000000
0.997000 0.837323 0.007153 0.000000
0.998000 0.826998 0.003793 0.000000
0.999000 0.166466 0.001045 0.000000
1.000000 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000 0.000000 0.000000
